Indicador;Tipo_agrupacion;Cluster;Media
nempresas_otros_servicios_personales_2019;Distancia;2;12.43
nempresas_otros_servicios_personales_2019;Distancia;3;83.58
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Este Metropolitano;48.89
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Municipio de Madrid;0.0
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Nordeste Comunidad;47.11
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Norte Metropolitano;34.14
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Oeste Metropolitano;71.89
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Sierra Central;40.33
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Sierra Norte;29.71
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Sierra Sur;21.08
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Sudeste Comunidad;29.23
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Sudoeste Comunidad;20.29
nempresas_otros_servicios_personales_2019;Zona_Estadistica;Sur Metropolitano;27.64
nempresas_otros_servicios_personales_2020;Poblacion;0;49.82
nempresas_otros_servicios_personales_2020;Poblacion;1;206.11
nempresas_otros_servicios_personales_2020;Poblacion;2;0.0
nempresas_otros_servicios_personales_2020;Poblacion;3;121.29
nempresas_otros_servicios_personales_2020;Densidad;0;5.57
nempresas_otros_servicios_personales_2020;Densidad;1;145.71
nempresas_otros_servicios_personales_2020;Densidad;2;133.92
nempresas_otros_servicios_personales_2020;Densidad;3;67.33
nempresas_otros_servicios_personales_2020;Distancia;0;1.51
nempresas_otros_servicios_personales_2020;Distancia;1;35.11
nempresas_otros_servicios_personales_2020;Distancia;2;14.16
nempresas_otros_servicios_personales_2020;Distancia;3;90.11
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Este Metropolitano;53.56
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Municipio de Madrid;0.0
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Nordeste Comunidad;51.56
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Norte Metropolitano;37.0
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Oeste Metropolitano;78.22
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Sierra Central;43.4
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Sierra Norte;30.8
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Sierra Sur;22.83
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Sudeste Comunidad;31.42
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Sudoeste Comunidad;22.29
nempresas_otros_servicios_personales_2020;Zona_Estadistica;Sur Metropolitano;29.09
nempresas_total_servicios_2015;Poblacion;0;198.0
nempresas_total_servicios_2015;Poblacion;1;980.33
nempresas_total_servicios_2015;Poblacion;2;22.71
nempresas_total_servicios_2015;Poblacion;3;522.57
nempresas_total_servicios_2015;Densidad;0;40.0
nempresas_total_servicios_2015;Densidad;1;625.71
nempresas_total_servicios_2015;Densidad;2;640.38
nempresas_total_servicios_2015;Densidad;3;284.27
nempresas_total_servicios_2015;Distancia;0;12.29
nempresas_total_servicios_2015;Distancia;1;173.0
nempresas_total_servicios_2015;Distancia;2;75.59
nempresas_total_servicios_2015;Distancia;3;402.29
nempresas_total_servicios_2015;Zona_Estadistica;Este Metropolitano;245.78
nempresas_total_servicios_2015;Zona_Estadistica;Municipio de Madrid;51.0
nempresas_total_servicios_2015;Zona_Estadistica;Nordeste Comunidad;290.11
nempresas_total_servicios_2015;Zona_Estadistica;Norte Metropolitano;172.86
nempresas_total_servicios_2015;Zona_Estadistica;Oeste Metropolitano;407.22
nempresas_total_servicios_2015;Zona_Estadistica;Sierra Central;186.2
nempresas_total_servicios_2015;Zona_Estadistica;Sierra Norte;140.54
nempresas_total_servicios_2015;Zona_Estadistica;Sierra Sur;103.83
nempresas_total_servicios_2015;Zona_Estadistica;Sudeste Comunidad;156.96
nempresas_total_servicios_2015;Zona_Estadistica;Sudoeste Comunidad;80.86
nempresas_total_servicios_2015;Zona_Estadistica;Sur Metropolitano;123.91
nempresas_total_servicios_2016;Poblacion;0;209.22
nempresas_total_servicios_2016;Poblacion;1;1037.56
nempresas_total_servicios_2016;Poblacion;2;24.45
nempresas_total_servicios_2016;Poblacion;3;547.86
nempresas_total_servicios_2016;Densidad;0;42.0
nempresas_total_servicios_2016;Densidad;1;657.29
nempresas_total_servicios_2016;Densidad;2;678.54
nempresas_total_servicios_2016;Densidad;3;301.15
nempresas_total_servicios_2016;Distancia;0;12.17
nempresas_total_servicios_2016;Distancia;1;182.7
nempresas_total_servicios_2016;Distancia;2;79.81
nempresas_total_servicios_2016;Distancia;3;425.89
nempresas_total_servicios_2016;Zona_Estadistica;Este Metropolitano;260.11
nempresas_total_servicios_2016;Zona_Estadistica;Municipio de Madrid;58.0
nempresas_total_servicios_2016;Zona_Estadistica;Nordeste Comunidad;305.89
nempresas_total_servicios_2016;Zona_Estadistica;Norte Metropolitano;180.43
nempresas_total_servicios_2016;Zona_Estadistica;Oeste Metropolitano;430.33
nempresas_total_servicios_2016;Zona_Estadistica;Sierra Central;200.8
nempresas_total_servicios_2016;Zona_Estadistica;Sierra Norte;147.34
nempresas_total_servicios_2016;Zona_Estadistica;Sierra Sur;111.58
nempresas_total_servicios_2016;Zona_Estadistica;Sudeste Comunidad;165.31
nempresas_total_servicios_2016;Zona_Estadistica;Sudoeste Comunidad;85.64
nempresas_total_servicios_2016;Zona_Estadistica;Sur Metropolitano;129.55
nempresas_total_servicios_2017;Poblacion;0;217.38
nempresas_total_servicios_2017;Poblacion;1;1095.44
nempresas_total_servicios_2017;Poblacion;2;25.7
nempresas_total_servicios_2017;Poblacion;3;575.57
nempresas_total_servicios_2017;Densidad;0;44.29
nempresas_total_servicios_2017;Densidad;1;696.71
nempresas_total_servicios_2017;Densidad;2;711.0
nempresas_total_servicios_2017;Densidad;3;313.88
nempresas_total_servicios_2017;Distancia;0;12.66
nempresas_total_servicios_2017;Distancia;1;193.75
nempresas_total_servicios_2017;Distancia;2;82.46
nempresas_total_servicios_2017;Distancia;3;445.58
nempresas_total_servicios_2017;Zona_Estadistica;Este Metropolitano;274.0
nempresas_total_servicios_2017;Zona_Estadistica;Municipio de Madrid;62.0
nempresas_total_servicios_2017;Zona_Estadistica;Nordeste Comunidad;314.67
nempresas_total_servicios_2017;Zona_Estadistica;Norte Metropolitano;187.57
nempresas_total_servicios_2017;Zona_Estadistica;Oeste Metropolitano;453.44
nempresas_total_servicios_2017;Zona_Estadistica;Sierra Central;214.0
nempresas_total_servicios_2017;Zona_Estadistica;Sierra Norte;156.34
nempresas_total_servicios_2017;Zona_Estadistica;Sierra Sur;119.25
nempresas_total_servicios_2017;Zona_Estadistica;Sudeste Comunidad;170.81
nempresas_total_servicios_2017;Zona_Estadistica;Sudoeste Comunidad;87.43
nempresas_total_servicios_2017;Zona_Estadistica;Sur Metropolitano;134.64
nempresas_total_servicios_2018;Poblacion;0;226.32
nempresas_total_servicios_2018;Poblacion;1;1133.56
nempresas_total_servicios_2018;Poblacion;2;27.33
nempresas_total_servicios_2018;Poblacion;3;592.14
nempresas_total_servicios_2018;Densidad;0;46.03
nempresas_total_servicios_2018;Densidad;1;713.14
nempresas_total_servicios_2018;Densidad;2;743.85
nempresas_total_servicios_2018;Densidad;3;324.88
nempresas_total_servicios_2018;Distancia;0;13.09
nempresas_total_servicios_2018;Distancia;1;201.43
nempresas_total_servicios_2018;Distancia;2;85.41
nempresas_total_servicios_2018;Distancia;3;461.87
nempresas_total_servicios_2018;Zona_Estadistica;Este Metropolitano;286.67
nempresas_total_servicios_2018;Zona_Estadistica;Municipio de Madrid;66.0
nempresas_total_servicios_2018;Zona_Estadistica;Nordeste Comunidad;321.22
nempresas_total_servicios_2018;Zona_Estadistica;Norte Metropolitano;197.57
nempresas_total_servicios_2018;Zona_Estadistica;Oeste Metropolitano;467.44
nempresas_total_servicios_2018;Zona_Estadistica;Sierra Central;219.4
nempresas_total_servicios_2018;Zona_Estadistica;Sierra Norte;162.68
nempresas_total_servicios_2018;Zona_Estadistica;Sierra Sur;124.5
nempresas_total_servicios_2018;Zona_Estadistica;Sudeste Comunidad;178.96
nempresas_total_servicios_2018;Zona_Estadistica;Sudoeste Comunidad;92.21
nempresas_total_servicios_2018;Zona_Estadistica;Sur Metropolitano;136.91
nempresas_total_servicios_2019;Poblacion;0;233.58
nempresas_total_servicios_2019;Poblacion;1;1182.0
nempresas_total_servicios_2019;Poblacion;2;28.97
nempresas_total_servicios_2019;Poblacion;3;623.36
nempresas_total_servicios_2019;Densidad;0;48.66
nempresas_total_servicios_2019;Densidad;1;742.71
nempresas_total_servicios_2019;Densidad;2;773.54
nempresas_total_servicios_2019;Densidad;3;338.61
nempresas_total_servicios_2019;Distancia;0;14.29
nempresas_total_servicios_2019;Distancia;1;211.86
nempresas_total_servicios_2019;Distancia;2;90.97
nempresas_total_servicios_2019;Distancia;3;477.79
nempresas_total_servicios_2019;Zona_Estadistica;Este Metropolitano;300.11
nempresas_total_servicios_2019;Zona_Estadistica;Municipio de Madrid;68.0
nempresas_total_servicios_2019;Zona_Estadistica;Nordeste Comunidad;334.33
nempresas_total_servicios_2019;Zona_Estadistica;Norte Metropolitano;202.57
nempresas_total_servicios_2019;Zona_Estadistica;Oeste Metropolitano;489.44
nempresas_total_servicios_2019;Zona_Estadistica;Sierra Central;231.13
nempresas_total_servicios_2019;Zona_Estadistica;Sierra Norte;170.05
nempresas_total_servicios_2019;Zona_Estadistica;Sierra Sur;132.58
nempresas_total_servicios_2019;Zona_Estadistica;Sudeste Comunidad;185.38
nempresas_total_servicios_2019;Zona_Estadistica;Sudoeste Comunidad;94.0
nempresas_total_servicios_2019;Zona_Estadistica;Sur Metropolitano;143.36
nempresas_total_servicios_2020;Poblacion;0;246.35
nempresas_total_servicios_2020;Poblacion;1;1235.33
nempresas_total_servicios_2020;Poblacion;2;30.96
nempresas_total_servicios_2020;Poblacion;3;648.71
nempresas_total_servicios_2020;Densidad;0;51.59
nempresas_total_servicios_2020;Densidad;1;780.29
nempresas_total_servicios_2020;Densidad;2;804.38
nempresas_total_servicios_2020;Densidad;3;355.79
nempresas_total_servicios_2020;Distancia;0;15.0
nempresas_total_servicios_2020;Distancia;1;221.5
nempresas_total_servicios_2020;Distancia;2;98.27
nempresas_total_servicios_2020;Distancia;3;499.05
nempresas_total_servicios_2020;Zona_Estadistica;Este Metropolitano;319.44
nempresas_total_servicios_2020;Zona_Estadistica;Municipio de Madrid;74.0
nempresas_total_servicios_2020;Zona_Estadistica;Nordeste Comunidad;348.67
nempresas_total_servicios_2020;Zona_Estadistica;Norte Metropolitano;214.29
nempresas_total_servicios_2020;Zona_Estadistica;Oeste Metropolitano;515.56
nempresas_total_servicios_2020;Zona_Estadistica;Sierra Central;244.67
nempresas_total_servicios_2020;Zona_Estadistica;Sierra Norte;175.68
nempresas_total_servicios_2020;Zona_Estadistica;Sierra Sur;141.33
nempresas_total_servicios_2020;Zona_Estadistica;Sudeste Comunidad;192.42
nempresas_total_servicios_2020;Zona_Estadistica;Sudoeste Comunidad;102.71
nempresas_total_servicios_2020;Zona_Estadistica;Sur Metropolitano;148.55
